trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.5, 'e': 0.05198752449100364}",20,12,14.242569901913381,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.0519174131651165}",25,0,41.67996583622713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.05184758473652126}",20,15,-1.2356029204013885,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.05177803730784977}",25,8,18.253552206322432,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.051708768999501914}",20,0,26.90458981021544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.051639777949432225}",20,7,26.13978901299931,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.05157106231293967}",20,0,28.607462454275847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.051502620262460476}",20,14,11.625791888666171,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.05143444998736397}",35,20,25.170466916525076,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.051366549693751415}",25,0,21.70226429005468,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.051298917604257706}",20,8,-13.466441802035485,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.051231551957855996}",20,13,11.018149106692665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.05116445100966508}",25,12,23.99327401242706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.0510976130307596}",20,12,2.6292055559500707,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.051031036307982884}",30,16,26.84224468587996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.050964719143762556}",20,13,12.979882898761609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.050898659855928764}",30,12,29.960260355843968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.05083285677753489}",30,13,-23.374461307701953,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.05076730825668096}",25,5,7.280058284189784,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.05070201265633938}",25,0,39.46893859868364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.05063696835418333}",20,6,-3.0268625998072847,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.05057217374241736}",25,15,18.917359228958706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.050507627227610534}",30,16,12.35320931007697,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.050443327230531826}",30,12,32.273614348277036,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.05037927218598784}",25,14,18.815387954289612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.05031546054266276}",20,13,13.005528178154048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.050251890762960605}",20,0,32.24033125160283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.05018856132284956}",30,8,29.405971637804917,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.05012547071170855}",25,0,34.09424469718503,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 0.05006261743217589}",25,2,28.066209234086006,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.05}",30,0,9.595096224511071,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.04993761694389223}",25,17,14.827655074054782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,27.287284594184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,30.519078748465233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,21.18093369002877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,9.393642946398616,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,33.1217153878724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,10,23.900353973677266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,18.086109851603506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,16,14.233957739088016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,19,12.103132660067804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,19.08632933434494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
